,date,startup,vertical,subvertical,city,investor,round,amount
1515,2016-07-07,SpectraVR,tech,Virtual Reality Content Studio,mumbai,Rothenberg Ventures,Seed/Angel,0.0
1516,2016-07-08,Pitstop,ecommerce,Online Car Repair and Servicing Booking platform,bangalore,"Alex Chua, Rahul Garg",Seed/Angel,0.0
1517,2016-07-08,HolaChef,ecommerce,Online Food Ordering & Delivery Platform,mumbai,"Kalaari Capital, India Quotient",PrivateEquity,15.6
1518,2016-07-11,Purplle,ecommerce,Beauty Products Marketplace,mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",PrivateEquity,48.0
1519,2016-07-11,Trak N Tell,tech,Car Tracking & Safety System,delhi,Brian Acton,PrivateEquity,28.0
1520,2016-07-11,Overcart,ecommerce,Unboxed & refurbished electronic products marketplace,delhi,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",PrivateEquity,24.0
1521,2016-07-12,SirionLabs,tech,SAAS based Service Agreement Management,delhi,Sequoia Capital,PrivateEquity,98.0
1522,2016-07-12,GyanDhan,ecommerce,Education Focused Financing Platform,delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed/Angel,0.0
1523,2016-07-12,MintM,ecommerce,Digital Marketing & AdTech Platform,bangalore,"Mumbai Angels,\\xc2\\xa0 Times Internet",PrivateEquity,0.0
1524,2016-07-12,HitGrit,ecommerce,Online Legal Consultation platform,chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed/Angel,0.0
1525,2016-07-12,Find My Stay,ecommerce,Online Budget Hotel Aggregator & Booking Platform,delhi,"Rishi Parti, Yogesh Bansal",Seed/Angel,0.0
1526,2016-07-13,YAAP,ecommerce,"Online Content Discovery, Creation & Distribution Platform",delhi,Rainmaker Ventures,PrivateEquity,40.0
1527,2016-07-13,Utoo Cabs,ecommerce,Cab aggregation & Rental platform,chennai,Ajay Piramal,Seed/Angel,0.0
1528,2016-07-13,Twigly,ecommerce,Online Food Ordering & Delivery Startup,delhi,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed/Angel,4.8
1529,2016-07-13,ShareChat,ecommerce,Vernacular Language Content Creation & Sharing App,bangalore,"SAIF Partners, India Quotient",PrivateEquity,10.8
1530,2016-07-13,Urban Tailor,ecommerce,E-Tailoring service provider,bangalore,Unitus Seed Fund,PrivateEquity,0.0
1531,2016-07-13,RentMojo,ecommerce,Online Furniture Renting Platform,bangalore,"Accel Partners, IDG Ventures India",PrivateEquity,40.0
1532,2016-07-13,CityFurnish,ecommerce,Online Furniture Renting Platform,delhi,Brand Capital,Seed/Angel,0.0
1533,2016-07-13,HEAL Institute,health,Sports Focused Healthcare Startup,mumbai,"Jaspal Bindra, Parth Jindal",Seed/Angel,0.0
1534,2016-07-14,Augrav,ecommerce,Personalized precious Jewellery etailer,coimbatore,Keiretsu Forum,Seed/Angel,3.6
1535,2016-07-14,ShoppinPal,tech,M-Commerce Solutions for Retail Stores,pune,"Plug and Play Tech Center, Steelhead Ventures & Others",PrivateEquity,8.56
1536,2016-07-14,TransTutors ,ecommerce,Online Education & Tutoring portals,delhi,500 Startups,PrivateEquity,0.0
1537,2016-07-15,WorkApps,tech,Enterprise Work Management Software,pune,SRI Capital,Seed/Angel,8.0
1538,2016-07-15,BankerBay,ecommerce,Online Investment Banking platform,bangalore,undisclosed investors,PrivateEquity,16.0
1539,2016-07-15,BaggOut,ecommerce,Women\\xe2\\x80\\x99s Fashion etailer,delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed/Angel,0.0
1540,2016-07-15,TripShelf,ecommerce,Travel Package Marketplace,delhi,GEMS group,Seed/Angel,2.0
1541,2016-07-15,SatvaCart,ecommerce,Online Grocers,delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed/Angel,0.0
1542,2016-07-15,Ridlr,ecommerce,Public Transport Mobile App,mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",PrivateEquity,48.0
1543,2016-07-18,Yellowdig,ecommerce,Online Learning Platform,pune,SRI Capital,Seed/Angel,5.2
1544,2016-07-18,Zuppler,ecommerce,Online Food Ordering platform,delhi,SRI Capital,Seed/Angel,5.2
1545,2016-07-18,BlueStone,ecommerce,Jewellery Etailer,mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",PrivateEquity,240.0
1546,2016-07-18,underDOGS,tech,Game Development Startup,mumbai,Intelli Reboot Digital Pvt. Ltd,PrivateEquity,0.0
1547,2016-07-18,ImageProVision,tech,Image Analysis Solutions,pune,Satish Jamdar,Seed/Angel,0.0
1548,2016-07-19,Sagacito,tech,Cloud-Based Enterprise Solutions,delhi,Star India Pvt. Ltd,PrivateEquity,80.0
1549,2016-07-19,Deal4Loans ,ecommerce,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,delhi,Franklin Templeton International Services Pvt. Ltd,PrivateEquity,120.0
1550,2016-07-19,NiYO Solutions,tech,Payroll & Benefits Software solutions,bangalore,Prime Venture Partners,PrivateEquity,8.0
1551,2016-07-19,AppLop,ecommerce,Mobile Apps SaaS Platform,delhi,Green House Ventures Accelerator,Seed/Angel,2.0
1552,2016-07-20,Tax2Win,ecommerce,Online Tax Filing Portal,jaipur,Undisclosed Investors,PrivateEquity,8.0
1553,2016-07-20,Truckola,transport_mobility,Tech-focused cargo transport startup,mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed/Angel,4.76
1554,2016-07-20,iServe Financial,ecommerce,Loan Comparison & Deals platform,pune,Nilesh Shah,Seed/Angel,0.0
1555,2016-07-21,MyTaxiIndia,ecommerce,Online Car rental booking platform,delhi,Nihon Kotsu Co,PrivateEquity,8.0
1556,2016-07-21,AbeRuk,ecommerce,Online Marketplace for books,bangalore,Swastika Company Pvt Ltd,Seed/Angel,0.0
1557,2016-07-21,Wiwigo,ecommerce,Inter-City Taxi Booking platform,bangalore,Indian Angel Network,Seed/Angel,4.76
1558,2016-07-21,Drums Food,food,Yogurt and Ice Cream maker,mumbai,"Verlinvest, DSG Consumer Partners",,0.0
1559,2016-06-01,Chikoop,ecommerce,Free Ad based Voice Calling,indore,Undisclosed Investors,Seed/Angel,0.0
1560,2016-06-01,BRIDGEi2I,tech,Data Analytics Platform,bangalore,Edelweiss Private Equity,PrivateEquity,0.0
1561,2016-06-02,Droom,ecommerce,Online marketplace for used automobiles,delhi,"Beenext, Digital Garage, Lightbox, Beenos",PrivateEquity,0.0
1562,2016-06-02,Visit,ecommerce,On-Demand Healthcare Service provider,delhi,MapmyIndia,Seed/Angel,0.0
1563,2016-06-02,Atomberg,tech,"smart, energy efficient home appliance manufacturer",mumbai,Parampara Capital,PrivateEquity,8.0
1564,2016-06-02,Coutloot,ecommerce,Fashion Re-Commerce Platform,mumbai,Venture Catalysts,Seed/Angel,0.0
1565,2016-06-02,Limo,ecommerce,Bus Aggregator Mobile app,mumbai,Rainmaker Ventures,PrivateEquity,8.0
1566,2016-06-03,iCliniq,ecommerce,Doctor Consultation platform,bangalore,MadhanKumar Madathupalayam,Seed/Angel,0.0
1567,2016-06-03,GoGo Truck,ecommerce,Truck Aggregator & Booking platform,chennai,Undisclosed Investor,Seed/Angel,0.6
1568,2016-06-03,Vyome Biosciences,health,Treatment Development for Antibiotic-resistant diseases,delhi,Romulus Capital,PrivateEquity,16.0
1569,2016-06-06,SillyMonks,ecommerce,Digital Media and Entertainment Startup,hyderabad,Sreenivasa Reddy Musani,Seed/Angel,3.584
1570,2016-06-07,CueMath,edtech,K-12 Maths Learning Courses,bangalore,"Sequoia Capital, Unitus Seed Fund",PrivateEquity,32.0
1571,2016-06-07,KrazyBee,ecommerce,Student Micro-Loan platform,bangalore,"Yeahmobi, Fenqile",PrivateEquity,16.0
1572,2016-06-07,Intgrea,tech,Post merger Integration Partners,bangalore,Undisclosed Investor,Seed/Angel,0.8
1573,2016-06-07,HelpShift,tech,Mobile CRM Platform,pune,"Microsoft Ventures, Salesforce Ventures",PrivateEquity,184.0
1574,2016-06-07,CreditVidya,tech,Credit Scoring Platform,mumbai,Kalaari Capital,PrivateEquity,8.0
1575,2016-06-08,Grey Campus,ecommerce,Online Learning Platform,hyderabad,Sarath Sura,Seed/Angel,8.0
1576,2016-06-08,ListUp,ecommerce,Location based Classified Mobile app,mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed/Angel,4.0
1577,2016-06-08,6Degree,tech,Tech-enabled Fashion Talent platform,mumbai,Indian Angel Network,Seed/Angel,1.6
1578,2016-06-08,Shopwati,ecommerce,Online Fashion Discussion Community,delhi,Sanjiv Rai,Seed/Angel,0.0
1579,2016-06-08,Cookifi,ecommerce,Online Chef Discovery & Booking Service,bangalore,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed/Angel,0.0
1580,2016-06-08,StoreKing,ecommerce,Connecting Small Town Consumers to E-Commerce,bangalore,Axiata Digital,PrivateEquity,128.0
1581,2016-06-08,Wired Hub,realestate,Co-Working Spaces,jaipur,"Ankit Maheshwari, Anand Singh",Seed/Angel,0.0
1582,2016-06-08,MySeniorDoctor,ecommerce,Online medical support platform,delhi,BlackJag Partners,Seed/Angel,1.6
1583,2016-06-09,Teabox,ecommerce,Online Tea Store,others,Cameron Jones,Seed/Angel,0.0
1584,2016-06-09,ExtraaEdge,ecommerce,Student Acquisition Platform,pune,"Ritesh Dwivedy, Priti Padhy",Seed/Angel,0.0
1585,2016-06-09,EPayLater,tech,Fin-Tech Platform,mumbai,3 undisclosed HNIs,Seed/Angel,16.0
1586,2016-06-10,Kyazoonga,ecommerce,Online event ticketing Platform,mumbai,Ratan Tata,Seed/Angel,0.0
1587,2016-06-10,Paytunes,ecommerce,Mobile based rewards platform,delhi,"CIO Angel Network, Indian Angel Network",PrivateEquity,4.0
1588,2016-06-10,Kickstart Jobs,tech,Entry level hiring platform,delhi,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed/Angel,0.0
1589,2016-06-10,Freshee,lifestyle_consumer,Household packaging & Storage product manufacturer,mumbai,Edelweiss Private Equity,PrivateEquity,0.0
1590,2016-06-10,MadRat Games,tech,Wearable Gaming Platform,bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed/Angel,0.0
1591,2016-06-11,Jazzmyride,ecommerce,Auto Parts & Accessories eTailer,delhi,TVS Automobile Solutions Ltd,PrivateEquity,0.0
1592,2016-06-11,AutoSense,tech,Data Analytics based Customer Management Services,delhi,TVS Automobile Solutions Ltd,PrivateEquity,0.0
1593,2016-06-11,Redsun Telematics,ecommerce,Internet of Things Platform,chennai,TVS Automobile Solutions Ltd,PrivateEquity,0.0
1594,2016-06-13,KhanaGadi,ecommerce,Online Food Delivery for Train Travelers,jaipur,50K Ventures,Seed/Angel,0.0
1595,2016-06-13,Bombay Shirt Company,ecommerce,Online custom Shirt retailer,mumbai,undisclosed investor,PrivateEquity,8.0
1596,2016-06-13,Matrubharti,ecommerce,e-Book Publisher,unknown,Viridian Capital,Seed/Angel,0.24
1597,2016-06-14,EdTechReview,ecommerce,Education based online portal,delhi,EVC Ventures,Seed/Angel,0.0
1598,2016-06-14,Bonhomia,food,Premium Tea & Coffee Capsules maker,delhi,Valpro Capital and existing investors,PrivateEquity,0.0
1599,2016-06-14,Gobolt,transport_mobility,B2B Logistics provider,delhi,MCube8,Seed/Angel,0.0
1600,2016-06-14,Jivox,tech,Data Driven Advertising platform,bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",PrivateEquity,48.0
1601,2016-06-14,Sminq,ecommerce,Queue management Mobile app,pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed/Angel,8.0
1602,2016-06-14,CureJoy,ecommerce,Online Alternative health community platform,bangalore,Accel Partners India,PrivateEquity,35.2
1603,2016-06-15,Oneway,ecommerce,Taxi Rental Platform,vadodara,Indian Angel Network,Seed/Angel,3.6
1604,2016-06-15,GrabOnRent,ecommerce,On-demand product rental marketplace,bangalore,IvyCap Ventures and Unicorn India Ventures,PrivateEquity,0.0
1605,2016-06-16,Diro Labs,ecommerce,Contact Management Mobile App,delhi,Info Edge (India) Ltd,PrivateEquity,3.6
1606,2016-06-16,Unnati Helpers,ecommerce,Help Hiring Platform,delhi,Info Edge (India) Ltd,PrivateEquity,4.8
1607,2016-06-16,Athletto,ecommerce,Sports Venue discovery and booking platform,bangalore,Atul Ingle,Seed/Angel,0.0
1608,2016-06-16,Saavn,ecommerce,Web/Mobile Music Streaming service,others,Guy Oseary,PrivateEquity,0.0
1609,2016-06-16,Voonik,ecommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,bangalore,Sequoia Capital,PrivateEquity,160.0
1610,2016-06-16,ThinkPhi,tech,Sustainable Green Tech Solution developer,mumbai,Nimmagadda Prasad,Seed/Angel,0.0
1611,2016-06-17,Cleartax,ecommerce,Online Tax Filing Platform,delhi,"Ravi Adusumalli, SAIF Partners",PrivateEquity,96.0
1612,2016-06-17,Silvan Innovation Labs,tech,Home Automation Solutions,bangalore,Infuse Ventures,PrivateEquity,7.2
1613,2016-06-17,GreytHR,tech,Payroll & HR Software Developer,bangalore,"New Enterprise Associates (NEA), Blume Ventures",PrivateEquity,41.6
1614,2016-06-17,Duffl,ecommerce,Fashion Rental Marketplace,bangalore,BetOnIndia Technology Pvt Ltd,Seed/Angel,0.0
1615,2016-06-17,BYG,ecommerce,Fitness centre Discovery & Booking Mobile app,bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed/Angel,0.0
1616,2016-06-20,Dipper,ecommerce,Freight Logistics Marketplace,delhi,Undisclosed investor,Seed/Angel,0.0
1617,2016-06-20,Qonfuse,ecommerce,Online Test Papers for competitive exams,delhi,Hamraj Kumar,Seed/Angel,0.0
1618,2016-06-20,The Indian IRIS,ecommerce,Govt Policy Research & Information portal,ahemadabad,Timbru Ventures,Seed/Angel,0.0
1619,2016-06-21,Onspoon,ecommerce,Online Platform for Event Sponsorship,mumbai,Swan Angel Network,Seed/Angel,1.2
1620,2016-06-21,REstate,ecommerce,Real Estate Platform,bangalore,Idein Ventures,Seed/Angel,0.0
1621,2016-06-21,Cleartrip,ecommerce,Online Travel Agency,mumbai,"Concur Technologies, Gund Investment",PrivateEquity,0.0
1622,2016-06-21,ProcMart,ecommerce,Online Procurement Marketplace,delhi,IndiaMart,PrivateEquity,0.0
1623,2016-06-21,Celerix,tech,Fintech Product Development & Services Startup,bangalore,Bitkemy Ventures,Seed/Angel,3.2
1624,2016-06-21,NatureNama,ecommerce,Online Outdoors & travel,mumbai,Unicorn Venture,Seed/Angel,1.8
1625,2016-06-21,CyclopsMedtech,tech,Medical Technology Provider,bangalore,CP Bothra,Seed/Angel,0.0
1626,2016-06-21,Syona Cosmetics,lifestyle_consumer,Beauty Products & Training to Salons & Spas,chennai,The Chennai Angels,Seed/Angel,1.2
1627,2016-06-21,PrettySecrets,ecommerce,Women Lingerie Store,mumbai,"RB Investments PTE Ltd, Orios Venture Partners",PrivateEquity,48.0
1628,2016-06-22,SpiderG,ecommerce,Online invoice app for SMEs,pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed/Angel,1.2
1629,2016-06-23,FarEye,tech,Logistics Management Software,delhi,Saif Partners,PrivateEquity,28.0
1630,2016-06-23,The Uolo,ecommerce,School Parent Communication App,bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed/Angel,1.68
1631,2016-06-23,Staqu,tech,Artificial Intelligence based search platform,delhi,Indian Angel Network,Seed/Angel,0.0
1632,2016-06-23,Padhopadhao,ecommerce,Home Tutors search & Discovery,delhi,Rise India,PrivateEquity,0.0
1633,2016-06-24,Drivify,ecommerce,Professional Driver discovery & Booking Mobile app,mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed/Angel,0.4
1634,2016-06-24,PratiLipi,ecommerce,Multi-Lingual self-publishing platform,bangalore,Nexus Venture Partners,Seed/Angel,0.0
1635,2016-06-24,ParaBlu,tech,Cloud Data Security & Privacy Solutions,bangalore,Kalaari Capital,Seed/Angel,4.0
1636,2016-06-24,Schedulers Logistics,transport_mobility,Cold Storage Logistics solutions,mumbai,GVFL,PrivateEquity,48.0
1637,2016-06-24,LEAP India,others,Supply Chain Equipment & Services provider,mumbai,Mayfield Ventures,PrivateEquity,24.0
1638,2016-06-24,KabadiExpress,others,Free Door Step Scrap Pickup Service,delhi,Undisclosed investor,Seed/Angel,1.184
1639,2016-06-27,YourDost,ecommerce,Online counselling & Personal coaching platform,bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed/Angel,9.6
1640,2016-06-27,Gomalon,ecommerce,Online Spa & Salon discovery & Booking platform,bangalore,Undisclosed investor,Seed/Angel,0.8
1641,2016-06-27,Voler Cars,ecommerce,Self-Driven Car rental platform,delhi,"Kanodia family, Amit Banka",Seed/Angel,0.0
1642,2016-06-27,Travelyaari,ecommerce,Online ticket booking platform,bangalore,GVFL Ltd,PrivateEquity,24.0
1643,2016-06-28,FabHotels,ecommerce,Online Hotel aggregator & Booking platform,delhi,"Accel Partners, RB Investments",PrivateEquity,64.0
1644,2016-06-28,Locanix,tech,GPS based SaaS Solutions,ahemadabad,Undisclosed investors,Seed/Angel,2.4
1645,2016-06-28,LendingKart,ecommerce,Online Working Capital Business Loans Platform,ahemadabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",PrivateEquity,256.0
1646,2016-06-28,Hello Tax,ecommerce,Online Tax Filing Platform,delhi,Sanjeev Sinha,Seed/Angel,2.36
1647,2016-06-28,MySuperBrain,ecommerce,Online Talent Discovery Platform for Kids,hyderabad,Soniks Consulting,Seed/Angel,0.0
1648,2016-06-28,BlogBeats,ecommerce,Online Blogging Platform,bangalore,Undisclosed Investor,Seed/Angel,0.0
1649,2016-06-29,LetReach,ecommerce,ECommerce SAAS Solutions,delhi,vCommission,PrivateEquity,0.8
1650,2016-06-29,TrendieApp,tech,Visual Content Marketing,kolkata,Harsh Vardhan Hada,Seed/Angel,0.4
1651,2016-06-29,ImpactGuru,ecommerce,Crowdfunding Platform,mumbai,Piyush Jain,Seed/Angel,0.0
1652,2016-06-29,Velvetcase,ecommerce,Online designer jewellery marketplace,mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",PrivateEquity,12.0
1653,2016-06-30,Meru Cabs,ecommerce,Online/ Mobile Tax Cab booking,mumbai,Brand Capital,PrivateEquity,200.0
1654,2016-06-30,Campus Diaries,ecommerce,Student focussed Content Discovery portal,bangalore,Aarin Capital,Seed/Angel,1.76
1655,2016-06-30,Scripbox,ecommerce,Online Mutual Fund Investment platform,bangalore,"Omidyar Network, Accel Partners & existing investors",PrivateEquity,0.0
1656,2016-06-30,Biryani Blues,food,QSR Chain,delhi,Carpediem Capital & Others,PrivateEquity,2.944
1657,2016-05-01,MotoMojo,ecommerce,Mobile based Vehicle maintenance App,mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed/Angel,0.0
1658,2016-05-01,Get My Parking,tech,Parking Technology Platform,delhi,The Chennai Angels,Seed/Angel,3.008
1659,2016-05-01,Prescribez,ecommerce,Health Service Aggregator Platform,pune,Ankush Mehta,Seed/Angel,1.16
1660,2016-05-02,Airwood,tech,Agri Data & Analytics Platform,chennai,StartupXseed Ventures,Seed/Angel,0.0
1661,2016-05-03,Mobikwik,ecommerce,Mobile & Digital Wallet,delhi,"GMO Payment Gateway, MediaTek",PrivateEquity,400.0
1662,2016-05-03,iDreamCareer,ecommerce,Career Planning Services Portal,delhi,Brand Capital,PrivateEquity,0.0
1663,2016-05-03,Zwayam,ecommerce,Online Recruitment Platform,bangalore,Undisclosed investors,Seed/Angel,2.0
1664,2016-05-03,BoiBanit,ecommerce,Online Food Delivery platform,vadodara,Undisclosed investors,Seed/Angel,0.0
1665,2016-05-03,Zuver,ecommerce,Car driver Discovery App,mumbai,"Shruth & Smith Group, Hermes Group",Seed/Angel,1.44
1666,2016-05-03,Prepathon,edtech,Competitive Exam learning platform,mumbai,Blume Ventures,PrivateEquity,0.0
1667,2016-05-04,EasyRoads,ecommerce,Road Trip planning Mobile app,mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed/Angel,1.6
1668,2016-05-04,Lenskart,ecommerce,Eyewear & Accessories etailer,delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",PrivateEquity,480.0
1669,2016-05-04,Seclore,tech,Enterprise Security Technology platform,mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",PrivateEquity,96.0
1670,2016-05-04,SolarTown,tech,Solar Rooftop system installation company,chennai,Grex.in,Seed/Angel,1.6
1671,2016-05-04,Comarete,tech,Telecom & Media IT services company,pune,Grex.in,Seed/Angel,1.6
1672,2016-05-04,MyDentistChoice,ecommerce,Medical Supplies eTailer,hyderabad,Undisclosed investors,Seed/Angel,1.2
1673,2016-05-04,Active,tech,Intelligent Tech platform for Finance vertical,foreign,Kalaari Capital Accelerator Program,Seed/Angel,4.0
1674,2016-05-04,Affordplan,tech,Affordable non-emergency medical service health plans,delhi,Kalaari Capital Accelerator Program,Seed/Angel,4.0
1675,2016-05-04,Indee,ecommerce,Web Video Streaming Platform,bangalore,Kalaari Capital Accelerator Program,Seed/Angel,4.0
1676,2016-05-05,Unbxd,tech,eCommerce product discovery software,delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",PrivateEquity,0.0
1677,2016-05-05,WebAlligator,ecommerce,Cloud Based Software Solutions,bangalore,Group of undisclosed Angel Investors & HNIs,Seed/Angel,3.0
1678,2016-05-06,EduAce Services,edtech,Education Workshops & mentoring programs,uttar pradesh,MoMagic Technologies,PrivateEquity,8.0
1679,2016-05-06,Meesho,ecommerce,Social commerce platform,bangalore,Rajul Garg & Others,Seed/Angel,0.0
1680,2016-05-07,Zebroads,transport_mobility,Logistics and Warehousing services,hyderabad,Undisclosed investors,Seed/Angel,0.6
1681,2016-05-09,Locus,tech,Logistics Intelligence platform,bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",PrivateEquity,22.0
1682,2016-05-09,Toko Innovations,ecommerce,Children\\xe2\\x80\\x99s Entertainment Portal,bangalore,"Roopak Saluja, Vishal Khare",Seed/Angel,3.6
1683,2016-05-09,Rentickle,ecommerce,"Furniture, appliances Portal",delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed/Angel,2.0
1684,2016-05-10,HealthifyMe,ecommerce,Health & Fitness App,bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",PrivateEquity,48.0
1685,2016-05-10,Zarget,ecommerce,Conversion Rate Optimization Platform,chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",PrivateEquity,12.0
1686,2016-05-10,InnoNano Research,tech,Clean Water Technology,chennai,NanoHoldings,PrivateEquity,144.0
1687,2016-05-10,SchoolWear,ecommerce,School Uniform & Supplies Marketplace,mumbai,Undisclosed investors,Seed/Angel,12.0
1688,2016-05-10,Swiggy,ecommerce,Food Delivery Platform,bangalore,"Norwest Venture Partners, DST Global, Accel Partners",PrivateEquity,56.0
1689,2016-05-11,Zenify,ecommerce,Home rental Discovery & Booking Portal,bangalore,Undisclosed Investors,PrivateEquity,7.2
1690,2016-05-11,Faircent,ecommerce,Online Peer to Peer Lending platform,delhi,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",PrivateEquity,0.0
1691,2016-05-11,Fractal Analytics,tech,Data Analytics Company,mumbai,Khazanah Nasional Berhad,PrivateEquity,800.0
1692,2016-05-12,Unacademy,ecommerce,Free Online Education Platform,bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed/Angel,4.0
1693,2016-05-12,Capital Float,ecommerce,Online Lending Platform,bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",PrivateEquity,200.0
1694,2016-05-12,Life Circle,health,Senior Healthcare Services,hyderabad,GROUPE SOS,PrivateEquity,1.2
1695,2016-05-12,Dream Wallets,ecommerce,Online Crowdfunding platform,jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed/Angel,0.0
1696,2016-05-12,ShabdNagari,ecommerce,Hindi social networking portal,uttar pradesh,ah! Ventures,Seed/Angel,0.0
1697,2016-05-12,Galleri5,ecommerce,Visual Content Discovery platform,bangalore,"Phanindra Sama, Raghunandan G,",Seed/Angel,0.0
1698,2016-05-12,Derbii,transport_mobility,Carpooling Services,delhi,Anurag Chauhan,Seed/Angel,0.0
1699,2016-05-13,StayZilla,ecommerce,Budget Room Aggregator Booking platform,chennai,"Matrix Partners, Nexus Ventures",PrivateEquity,108.0
1700,2016-05-13,WoW Express,transport_mobility,E-Commerce Logistics Solutions,mumbai,Undisclosed Investors & Tamarind Family Private Trust,PrivateEquity,17.6
1701,2016-05-16,Smartivity,ecommerce,Smart Learning products,delhi,"S Chand, AdvantEdge Partners",PrivateEquity,8.0
1702,2016-05-16,BedBathMore,ecommerce,Home Decor eMarketplace,mumbai,"Kinnevik Group, Rocket Internet",PrivateEquity,0.0
1703,2016-05-17,Murgency,ecommerce,Medical Emergency Response App,mumbai,Rata Tata,PrivateEquity,0.0
1704,2016-05-17,Crownit,ecommerce,Mobile customer rewards management platform,delhi,"Undisclosed investors, Accel Partners, Helion Venture Partners",PrivateEquity,0.0
1705,2016-05-17,Blinge,ecommerce,Apparel Rental platform,mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed/Angel,0.0
1706,2016-05-18,TheSmartQ,ecommerce,Food Ordering Mobile App,bangalore,YourNest Angel Fund,Seed/Angel,2.0
1707,2016-05-18,PurpleHealth,ecommerce,Online health-on-demand platform,others,Katabole Technology Venture,Seed/Angel,0.8
1708,2016-05-18,Fundamentor,edtech,Aptitude Development Program,pune,Subramanya SV,Seed/Angel,0.0
1709,2016-05-18,EduPristine,edtech,Online Certification Courses,mumbai,"Kaizen Management Advisors, DeVry Inc",PrivateEquity,80.0
1710,2016-05-18,BhiveWorkspace,media_entertainment,Co-Working Spaces,bangalore,Blume Ventures,PrivateEquity,8.0
1711,2016-05-18,Parentlane,ecommerce,Parenting & Child Care app,bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed/Angel,0.0
1712,2016-05-19,Appie,ecommerce,Location-based offline retail discovery platform,mumbai,Undisclosed investors,Seed/Angel,8.0
1713,2016-05-19,Niki,tech,Artificial Intelligence Platform,bangalore,Ratan Tata,PrivateEquity,0.0
1714,2016-05-19,TaxiVaxi,ecommerce,Cab Aggregating Platform,delhi,Undisclosed HNIs,Seed/Angel,4.0
1715,2016-05-19,Veqta,ecommerce,On Demand Digital Sports Network,delhi,"Chatsworth Management, ITW Digital",Seed/Angel,4.0
1716,2016-05-20,i2ifunding,ecommerce,Online Peer to Peer Funding,delhi,Undisclosed Investors,Seed/Angel,2.4
1717,2016-05-23,EduRev,ecommerce,Online Learning Platform,delhi,Pradeep Reddy Kamasan,Seed/Angel,0.0
